,prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
57661,46.11,-1,2,new,7988951,0
57662,43.29,2,1,mid,7989593,0
57663,73.11,2,1,mid,7951425,1
57664,46.90,2,1,mid,7916369,1
57665,43.29,-1,2,mid,7982635,1
57666,47.64,1,1,old,7926884,0
57667,41.20,1,1,mid,7938118,0
57668,43.29,1,2,mid,7901430,0
57669,93.29.9,-1,2,old,7950845,0
57670,43.29,1,1,mid,7915451,1
57671,47.19,-1,2,mid,7918896,0
57672,41.20,-1,2,mid,7994427,1
57673,31.01,-1,2,mid,7952901,0
57674,33.17,-1,2,mid,7988548,1
57675,41.20,-1,2,mid,7913021,0
57676,43.21,-1,2,mid,7925188,0
57677,43.29,-1,1,old,7913385,1
57678,95.22.1,-1,2,old,7905431,1
57679,41.20,-1,2,mid,7951226,1
57680,46.90,2,1,mid,7922201,1
57681,43.29,-1,2,old,7969777,1
57682,62.01,-1,2,new,7921038,0
57683,47.41,-1,1,mid,7916884,0
57684,73.11,2,1,mid,7937348,1
57685,73.11,2,1,mid,7981916,1
57686,43.39,2,1,mid,7908071,0
57687,68.32.2,-1,1,mid,7916628,0
57688,43.21,1,1,mid,7912207,1
57689,14.12,-1,2,mid,7932473,0
57690,47.91,-1,2,mid,7900252,1
57691,96.02,-1,2,mid,7982272,0
57692,10.72.39,-1,2,mid,7960075,0
57693,43.22,-1,2,mid,7915816,0
57694,43.29,-1,1,old,7930943,1
57695,43.29,1,2,mid,7952103,1
57696,96.09,1,1,mid,7961111,0
57697,45.20.1,-1,2,old,7988996,0
57698,49.41,-1,2,mid,7900951,1
57700,77.32,2,1,mid,7911188,1
57701,70.22,1,1,old,7926256,0
57703,96.02,-1,2,old,7960534,0
57704,73.11,-1,2,old,7901171,1
57705,30.1,-1,1,mid,7951908,0
57706,10.71,-1,2,mid,7911920,0
57707,62.01,-1,2,mid,7987947,0
57709,47.52.7,-1,1,mid,7996291,1
57710,69.20,-1,2,mid,7968932,1
57711,41.20,1,1,mid,7921723,1
57712,69.10,2,2,mid,7911774,0
57713,47.52,2,2,mid,7922538,1
57714,59.11,-1,2,old,7921396,0
57715,73.11,-1,2,mid,7999788,0
57716,56.10.1,-1,2,old,7921310,0
57717,82.99,1,1,mid,7931001,1
57718,45.11.2,-1,1,mid,7980343,0
57719,41.20,-1,2,old,7906320,1
57720,43.39,-1,1,mid,7931387,1
57721,43.33,2,2,mid,7908095,0
57722,30.11,-1,1,mid,7964383,0
57723,96.02.2,-1,2,mid,7902144,0
57724,49.41,2,2,mid,7915329,1
57725,02.40.2,1,2,old,7982249,1
57726,43.29,2,1,mid,7910963,1
57727,43.32.1,-1,2,mid,7923328,0
57729,46.69.5,2,1,mid,7926675,1
57730,95.29.1,-1,2,mid,7953177,0
57731,41.20,-1,2,mid,7927267,0
57732,43.21,1,1,mid,7901523,1
57733,43.32,-1,2,old,7919879,1
57734,46.73,1,1,mid,7952507,1
57735,47.81,-1,2,old,7924600,0
57736,77.21,2,1,old,7901048,1
57737,46.90,2,1,mid,7952909,0
57738,56.29,-1,2,mid,7995091,1
57739,42.22.2,-1,1,new,7920702,0
57740,47.91,-1,2,old,7909660,0
57741,70.22,-1,2,mid,7921924,0
57742,49.4,-1,1,new,7963316,0
57743,62.01,-1,2,old,7995500,0
57744,88.91,-1,2,mid,7966109,0
57745,43.32,-1,2,mid,7912442,1
57746,41.20,-1,1,old,7916146,1
57747,01.49.1,-1,1,old,7926162,0
57748,43.21,-1,1,mid,7902846,1
57749,46.69.5,2,1,mid,7916245,0
57750,43.21,-1,2,mid,7952574,0
57751,47.91.2,-1,2,mid,7927043,1
57752,47.91,-1,2,mid,7912362,0
57753,49.42,1,2,mid,7953592,1
57754,95.24,-1,2,old,7908186,0
57755,49.41,-1,2,mid,7921581,0
57756,49.42,1,1,mid,7968455,0
57757,43.21,-1,2,old,7995308,0
57758,46.90,1,1,new,7914370,0
57759,46.90,-1,1,new,7921256,0
57760,47.91.2,-1,2,new,7930345,1
57761,95.11,1,2,mid,7902406,0
57762,41.20,1,2,mid,7995715,1
57763,46.73,1,1,mid,7910318,1
57764,41.20,-1,1,old,7967855,0
57765,46.73,1,1,mid,7900548,1
57766,70.22,-1,2,old,7903536,0
57767,56.10,-1,2,old,7981434,0
57768,73.11,1,2,mid,7918654,1
57769,01.1,-1,1,mid,7914683,0
57770,62.01,-1,2,mid,7903328,0
57771,96.02,1,2,mid,7902997,0
57772,49.41,1,1,mid,7905555,0
57773,56.10,-1,2,mid,7902832,0
57774,41.20,-1,1,mid,7921458,0
57775,69.10,-1,2,mid,7967979,1
57776,43.99.4,2,2,mid,7918261,0
57777,43.39,2,1,mid,7951241,1
57778,47.91.2,-1,2,mid,7999690,0
57779,63.91,-1,2,old,7916514,0
57780,69.20,-1,2,mid,7910441,1
57781,41.20,1,1,mid,7987535,1
57783,56.21,-1,2,mid,7951739,0
57784,47.91,-1,2,mid,7915138,0
57785,47.91,-1,2,mid,7905701,0
57786,43.29,-1,1,new,7927614,0
57787,41.20,2,1,mid,7905698,1
57789,95.22.1,-1,2,old,7982251,1
57790,43.39,-1,1,mid,7951431,0
57791,42.21,1,1,mid,7982242,1
57792,43.31,-1,2,mid,7913521,0
57793,33.12,1,2,mid,7912877,1
57795,31.09,-1,2,mid,7927688,0
57796,41.20,-1,2,new,7904627,1
57797,41.20,1,1,mid,7938127,0
57799,47.91,-1,2,mid,7905388,0
57800,41.20,1,1,mid,7931628,0
57801,41.20,-1,1,mid,7964640,0
57802,49.41,-1,2,mid,7910273,0
57803,55.10,-1,1,mid,7996674,0
57804,96.01,-1,2,mid,7905472,0
57805,73.12,-1,2,old,7951530,0
57806,45.20.3,-1,2,mid,7995399,1
57807,49.41,1,1,old,7996796,0
57808,47.24.22,-1,2,old,7999655,0
57809,85.42.9,-1,2,old,7903952,0
57810,43.29,2,2,mid,7933108,0
57811,70.22,-1,2,old,7919907,0
57812,62.02,1,1,mid,7903558,0
57813,46.74.1,2,1,mid,7937178,0
57814,47.21.1,-1,2,mid,7933339,0
57815,46.72.21,1,1,old,7980240,1
57816,82.99,1,1,new,7925800,0
57817,68.20,1,1,mid,7960186,0
57818,33.12,-1,1,new,7965295,0
57819,81.30,2,1,mid,7926777,0
57820,46.90,2,1,mid,7951009,0
57821,46.76,-1,2,mid,7968058,0
57822,49.42,-1,2,old,7982497,0
57823,49.42,-1,1,old,7903112,0
57824,41.20,1,2,new,7951774,0
57825,46.90,1,1,mid,7951232,0
57826,53.20,-1,2,mid,7988470,0
57828,43.22,1,1,mid,7953385,1
57829,49.41,-1,2,mid,7912296,1
57830,93.19,1,1,old,7951122,1
57831,46.90,1,2,mid,7912487,1
57832,49.32,-1,2,mid,7927260,1
57833,52.24,-1,2,old,7914567,0
57834,46.41,1,2,mid,7901191,1
57835,47.99.2,-1,2,new,7964425,0
57836,43.33,-1,2,mid,7913836,0
57837,41.20,-1,2,old,7920360,1
57838,43.32.3,2,2,mid,7953514,0
57839,96.02,-1,2,old,7999083,0
57840,81.22,1,2,mid,7985233,1
57841,49.41.2,-1,2,mid,7981683,0
57842,46.75.2,-1,1,mid,7996511,0
57843,43.21,2,2,mid,7962159,0
57844,46.46,-1,1,mid,7919313,0
57846,46.90,-1,1,old,7906883,1
57847,86.21,-1,1,mid,7909669,0
57848,43.21,2,1,old,7908046,1
57851,46.66,2,1,old,7912878,1
57852,47.41,1,1,mid,7985475,0
57853,46.90,2,2,new,7919398,0
57854,43.29,-1,1,old,7926777,1
57855,95.29.1,2,1,mid,7981206,1
57857,46.31,1,1,mid,7905673,1
57858,41.20,-1,1,mid,7951008,1
57859,46.75,1,1,mid,7927665,1
57861,46.71,-1,1,mid,7996852,1
57862,49.41.1,1,1,old,7994402,1
57863,47.91,-1,2,new,7901391,1
57864,72.19,-1,2,mid,7989574,1
57865,47.51,-1,1,old,7916674,0
57866,47.19,-1,2,mid,7918769,1
57867,43.29,1,2,mid,7982293,1
57868,96.09,-1,2,old,7952209,0
57869,47.52.7,-1,2,old,7926034,1
57870,46.90,2,1,new,7952329,1
57871,41.20,2,1,mid,7991143,0
57872,62.01,-1,2,mid,7999034,0
57873,74.20,-1,2,mid,7952212,0
57874,45.31,1,1,new,7929371,0
57875,47.91.2,-1,2,mid,7964552,0
57876,43.29,-1,2,mid,7909362,0
57877,95.22,-1,2,mid,7965261,1
57878,46.73,1,1,old,7915926,1
57879,95.29.9,-1,1,mid,7977965,0
57880,46.73,-1,1,mid,7920343,1
57881,52.29,-1,1,mid,7927621,0
57882,46.69,1,1,mid,7925468,1
57883,49.41,2,1,mid,7903112,1
57884,43.99,2,1,mid,7983176,0
57885,46.73.1,2,1,mid,7910741,1
57886,49.41,-1,2,mid,7922157,0
57887,47.11,-1,2,mid,7930807,0
57888,46.90,-1,1,mid,7922173,1
57889,95.29,1,1,mid,7982308,0
57890,70.22,1,1,mid,7985194,0
57891,73.11,-1,1,mid,7900971,0
57892,43.12,1,1,mid,7921752,1
57893,47.11,-1,2,old,7903473,1
57894,45.32,-1,2,old,7905779,0
57896,46.90,-1,1,mid,7914072,1
57897,47.11,-1,1,mid,7900583,0
57898,96.09,-1,2,mid,7980230,1
57899,46.74,2,1,mid,7926030,1
57900,47.91.2,-1,2,mid,7925727,0
57901,46.90,2,2,mid,7996600,0
57902,47.25.1,-1,1,old,7964431,0
57903,49.41,-1,2,mid,7968608,0
57904,49.41,-1,2,mid,7903101,0
57905,43.33,1,2,old,7983138,1
57906,47.91,-1,2,mid,7925684,1
57908,70.22,1,2,new,7923564,1
57910,81.10,-1,1,mid,7916001,0
57912,43.33,-1,2,new,7963081,1
57913,49.41,2,2,mid,7921065,1
57914,47.64,1,1,old,7916608,1
57915,43.29,2,1,mid,7966072,1
57916,46.73,2,1,mid,7923775,1
57917,53.20.39,1,2,mid,7913925,1
57920,46.73,2,1,mid,7910576,1
57921,56.30,-1,1,old,7923733,0
57922,65.1,-1,2,mid,7916945,1
57923,71.11,-1,2,mid,7928882,0
57924,43.21,2,1,mid,7911750,1
57925,86.23,-1,1,old,7962150,0
57926,43.33,2,1,mid,7953325,0
57927,69.10,-1,2,mid,7906361,0
57928,31.01,2,1,mid,7922349,1
57929,46.90,2,1,mid,7904647,1
57930,43.29,1,1,mid,7992523,1
57931,41.20,1,1,mid,7996512,0
57932,74.10,2,1,mid,7960388,1
57933,62.01,-1,2,mid,7950004,0
57934,68.20,-1,2,mid,7950406,0
57935,45.31,-1,1,new,7931001,0
57936,41.20,-1,2,mid,7906196,0
57937,49.41.1,2,1,new,7964509,1
57938,43.39,2,2,mid,7999903,0
57939,62.01,-1,2,mid,7927990,0
57940,46.73,1,1,mid,7980404,0
57941,41.10,1,1,mid,7914540,0
57942,43.29,2,1,mid,7908373,0
57943,43.31,2,1,mid,7917954,1
57944,46.71.5,-1,1,mid,7909790,0
57945,49.42,2,1,mid,7963664,0
57946,47.59,-1,2,old,7988154,0
57947,47.64,2,1,mid,7985918,1
57948,49.41,1,2,mid,7912408,1
57949,46.73,1,1,old,7931512,0
57950,43.32.3,-1,2,mid,7930344,1
57951,47.91,-1,2,mid,7900052,1
57952,47.52.4,-1,2,mid,7904318,1
57953,81.29.1,-1,2,new,7981972,1
57954,71.11,-1,2,mid,7985538,0
57955,43.29,2,1,mid,7951060,0
57956,73.11,-1,2,old,7960048,0
57957,68.3,-1,2,old,7927412,1
57959,78.10,-1,2,mid,7981001,0
57960,43.29,1,1,mid,7960150,0
57961,71.12,1,1,old,7965779,1
57962,47.19,-1,2,mid,7929000,1
57963,55.1,-1,1,mid,7915342,1
57966,46.90,2,1,mid,7981881,1
57967,52.21.22,2,1,mid,7964502,1
57968,47.91,1,2,mid,7926961,1
57969,41.20,-1,1,new,7988104,0
57971,45.20,-1,2,mid,7961501,1
57972,47.29,-1,2,old,7995138,0
57973,62.01,-1,2,old,7938556,0
57974,43.91,-1,2,new,7993762,0
57975,43.29,2,2,mid,7927026,1
57976,62.0,-1,2,mid,7915409,0
57977,43.21,2,1,mid,7951746,1
57978,46.73,1,1,mid,7905952,1
57979,95.11,1,2,old,7913777,1
57980,46.90,-1,2,mid,7931297,0
57981,41.20,1,1,new,7903395,1
57982,45.20,-1,2,old,7938556,0
57983,62.01,-1,1,old,7903224,0
57984,18.12,-1,2,mid,7926600,0
57985,47.91,-1,2,mid,7912578,0
57986,47.91.2,1,2,new,7977678,0
57987,56.10,-1,2,mid,7950775,0
57988,03.12,-1,2,mid,7909430,1
57989,43.11,2,1,mid,7915634,0
57990,45.20,-1,2,mid,7909419,0
57991,77.32,1,1,mid,7911116,0
57992,52.29,1,1,old,7908067,1
57993,43.32.3,1,2,mid,7912445,1
57994,46.42,1,2,mid,7913896,1
57995,43.21,-1,1,old,7982831,1
57996,81.21,2,1,mid,7981422,0
57997,47.59.9,-1,2,old,7905787,0
57998,46.21,1,1,mid,7911501,0
57999,46.43.1,-1,2,mid,7963777,0
58000,62.09,1,2,mid,7903247,1
58001,46.12,-1,2,mid,7901220,0
58002,41.20,-1,1,mid,7985887,0
58003,73.11,-1,2,mid,7985501,0
58004,03.22,-1,1,mid,7962808,0
58005,41.20,-1,1,new,7925125,0
58006,43.99,1,1,old,7921870,0
58007,46.49.33,-1,1,old,7905370,0
58008,78.10,1,1,mid,7953348,0
58009,46.90,2,1,mid,7909086,0
58010,45.20,-1,1,mid,7950321,0
58012,68.20,-1,1,mid,7923187,0
58013,43.29,2,2,mid,7982820,1
58014,47.71,-1,1,new,7999591,0
58015,45.32,2,2,mid,7925857,0
58016,47.11,-1,2,new,7937739,0
58017,56.30,2,1,mid,7937662,0
58018,62.01,-1,1,mid,7925321,0
58019,59.11,1,2,mid,7926941,0
58020,46.73,1,1,mid,7953373,1
58021,42.99,-1,1,mid,7968277,0
58022,45.20,-1,2,mid,7903452,1
58023,41.20,-1,1,new,7989102,0
58024,43.21,1,2,mid,7916927,1
58025,41.20,-1,1,mid,7928179,0
58026,46.73.6,1,2,mid,7908703,1
58027,69.20.2,-1,2,mid,7917391,1
58028,96.02.2,-1,2,mid,7909456,0
58029,16.23,1,1,old,7920303,1
58030,62.01,-1,2,mid,7919108,0
58031,46.90,2,2,mid,7904814,0
58032,65.12.9,1,1,mid,7951460,1
58033,46.72,2,2,mid,7999904,1
58034,41.20,2,2,mid,7932472,1
58035,46.90,1,1,mid,7951260,1
58036,46.90,1,1,mid,7963484,1
58037,47.91,-1,2,mid,7916190,0
58038,70.22,-1,2,mid,7912282,1
58039,69.10,-1,2,new,7977127,0
58040,47.8,-1,2,mid,7918588,0
58041,96.09,2,1,mid,7903745,1
58042,62.09,-1,2,mid,7951784,1
58043,47.91,1,2,mid,7913971,0
58044,62.01,-1,2,mid,7952775,0
58046,43.99,1,1,old,7987949,1
58047,73.20,-1,2,mid,7926811,1
58048,82.92,1,1,old,7910278,1
58049,95.11,-1,2,old,7929351,0
58050,49.42,-1,2,mid,7988941,1
58051,73.11,2,1,mid,7951418,1
58052,46.73.6,1,1,new,7903646,0
58053,81.29.1,-1,2,new,7916504,0
58054,49.41,2,2,new,7995990,0
58055,81.22,-1,2,mid,7926665,0
58056,47.91,-1,2,new,7913477,0
58057,46.90,-1,2,mid,7913948,0
58058,47.91,-1,2,old,7916770,0
58059,47.91.2,-1,2,new,7921928,0
58060,43.32.3,1,1,mid,7923220,1
58061,47.91,-1,2,mid,7993404,0
58062,74.30,-1,2,mid,7983359,0
58063,43.29,2,1,old,7912013,1
58064,49.41,1,1,new,7995669,0
58065,18.12,-1,2,mid,7987297,0
58066,80.10,1,1,mid,7912049,1
58067,74.20,-1,2,mid,7926406,0
58068,52.21.24,-1,2,old,7905455,0
58069,43.99,-1,2,mid,7950548,1
58070,72.19,-1,1,new,7901503,0
58071,46.39,2,1,mid,7925008,1
58072,62.01,-1,1,mid,7964938,0
58073,41.20,1,1,mid,7923432,0
58074,43.31,-1,2,old,7900128,0
58075,71.12,-1,1,old,7922358,0
58076,43.22,1,1,old,7985060,0
58077,47.91,-1,2,mid,7902270,0
58078,45.32,1,2,new,7980262,0
58079,62.01,-1,2,old,7920123,0
58080,46.90,-1,2,mid,7921757,1
58081,46.69.9,1,1,mid,7999155,0
58082,96.02,-1,2,old,7919472,1
58084,41.20,-1,2,old,7906803,1
58086,47.79,1,2,mid,7950984,0
58087,25.1,-1,2,mid,7904286,0
58088,77.39.2,-1,2,mid,7905581,0
58089,47.91,-1,2,mid,7992174,1
58090,46.90,2,1,mid,7996774,1
58091,41.20,2,1,mid,7913714,0
58092,47.91,1,1,mid,7902501,0
58093,43.29,1,1,old,7908048,0
58094,46.90,2,1,mid,7982248,1
58095,43.29,-1,2,mid,7922632,1
58096,43.29,-1,1,old,7905555,1
58097,58.29,-1,1,mid,7925188,0
58099,69.20.2,-1,1,mid,7913365,0
58100,49.41,-1,2,mid,7981736,0
58101,74.20,-1,2,old,7989824,0
58102,43.99,1,1,mid,7961776,0
58103,81.21,2,1,old,7996242,1
58104,49.41,-1,2,mid,7937996,0
58105,46.90,1,1,old,7913334,1
58106,69.10,-1,1,mid,7965277,0
58107,47.78,-1,2,mid,7951571,0
58108,41.20,2,1,mid,7952916,0
58109,43.21,-1,2,mid,7924668,0
58110,01.13,-1,2,mid,7967700,0
58111,66.19,-1,2,old,7916196,1
58112,23.61,-1,1,old,7921958,1
58113,43.39,-1,1,mid,7922130,0
58114,68.2,-1,1,mid,7901564,0
58115,74.10,-1,2,old,7909169,0
58116,96.09,-1,2,new,7906551,0
58117,73.11,-1,2,old,7910712,0
58118,47.74,-1,2,old,7902142,0
58119,45.32,2,1,mid,7985473,1
58120,47.91,1,1,new,7919999,1
58121,41.20,2,1,mid,7999069,1
58122,62.01,-1,1,old,7903296,0
58123,45.20.1,2,2,mid,7968372,1
58124,62.01,1,2,mid,7916131,0
58125,72.1,1,1,mid,7926295,1
58126,47.91,-1,2,old,7903755,0
58127,47.41,2,1,old,7985810,1
58128,81.21,-1,2,mid,7905372,0
58129,49.32,-1,1,mid,7965383,0
58130,49.41,-1,2,mid,7912225,1
58131,18.12,-1,2,mid,7939828,0
58132,46.73,-1,1,new,7931006,0
58133,46.69,1,1,old,7983135,1
58134,43.32.3,-1,2,mid,7992421,0
58135,73.11,-1,2,old,7982450,0
58136,81.21,-1,1,mid,7905691,0
58137,56.10,-1,2,old,7968827,0
58138,47.71,-1,2,old,7912984,0
58139,62.01,-1,1,mid,7916622,0
58140,46.73.4,1,1,mid,7999695,0
58141,43.21,2,2,mid,7999560,1
58142,18.13,-1,2,old,7922517,0
58143,46.69.5,-1,1,new,7903776,0
58144,41.20,2,1,mid,7919990,1
58145,41.20,1,1,mid,7960036,0
58146,46.34.1,1,1,mid,7952360,1
58147,47.91,-1,2,mid,7999650,0
58148,46.13,2,2,mid,,0
58149,47.91,-1,2,mid,7925796,0
58150,62.01,-1,2,mid,7906348,0
58151,52.29,1,1,mid,7919902,1
58153,46.73,-1,2,old,7906420,1
58154,47.11,-1,1,new,7985335,0
58155,63.99.1,-1,2,old,7989265,0
58156,27.40,-1,1,new,7920281,0
58157,43.21,-1,2,mid,7911909,0
58158,56.10.1,-1,2,mid,7964372,1
58159,42.99,-1,2,mid,7996065,0
58160,46.73,-1,2,old,7985201,1
58161,41.20,2,1,mid,7965827,1
58163,46.90,-1,1,mid,7985912,1
58164,52.29,1,1,mid,7958668,1
58165,56.10.22,-1,2,mid,7922153,1
58166,43.99.6,-1,2,mid,7982834,0
58167,56.10.1,1,1,mid,7904180,1
58168,43.21,2,1,mid,7900542,0
58169,43.29,1,1,mid,7982825,1
58170,49.4,-1,2,mid,7919238,1
58171,14.13,-1,2,old,7953559,0
58172,32.30,-1,2,mid,7992012,1
58173,68.20,-1,2,mid,7922138,0
58174,47.24,-1,2,mid,7905135,0
58175,47.19,-1,2,mid,7996815,0
58176,69.20,-1,2,mid,7962278,0
58177,62.01,-1,2,old,7999379,0
58178,43.12,-1,2,mid,7960283,0
58179,77.11,-1,1,mid,7917937,0
58180,43.22,-1,1,old,7937649,1
58181,45.31,-1,2,old,7923377,0
58182,63.99.1,1,2,mid,7982251,0
58183,62.02,1,2,mid,7926370,0
58184,43.22,-1,2,new,7985940,0
58185,69.20,-1,1,old,7983157,0
58186,43.21,-1,1,mid,7917558,0
58187,69.20.2,-1,2,new,7905301,1
58188,45.31,-1,1,mid,7904044,1
58189,45.31,2,2,mid,7912773,1
58190,49.32,-1,2,mid,7965647,1
58191,62.01,-1,2,old,7960087,0
58192,43.31,-1,1,mid,7981864,0
58193,49.41,-1,2,new,7915662,0
58194,46.73,1,1,new,7902587,0
58195,81.30,-1,2,mid,7902502,0
58196,62.01,-1,2,old,7963697,0
58197,56.29,-1,1,mid,7926777,0
58198,47.99,-1,2,mid,7926255,0
58199,43.22,1,1,mid,7936517,1
58200,47.54,-1,2,mid,7938422,0
58201,43.22,1,1,mid,7913784,1
58202,16.10,1,1,mid,7983181,0
58203,45.20,-1,2,mid,7918246,1
58204,95.21,1,1,old,7925556,0
58205,62.01,-1,1,mid,7903150,0
58206,41.20,1,2,mid,7962200,0
58207,41.10,-1,1,mid,7937801,1
58208,45.32,-1,2,new,7987855,0
58209,43.22,-1,2,old,7916059,0
58210,68.20,1,2,old,7923127,1
58211,70.22,-1,1,old,7901390,0
58212,41.20,1,2,mid,7967900,1
58213,47.91,-1,2,mid,7999789,0
58214,22.23,-1,2,old,7965970,0
58215,43.22,2,1,mid,7916166,0
58216,22.19,-1,2,mid,7930211,1
58217,61.10.3,-1,2,mid,7908754,0
58218,68.10.21,-1,2,mid,7988621,0
58219,46.13.2,-1,2,mid,7937570,1
58220,96.02,-1,2,mid,7920830,0
58221,43.29,-1,2,mid,7902426,0
58223,41.20,-1,1,mid,7927337,1
58224,47.11,-1,2,mid,7977714,0
58225,49.42,-1,2,old,7999079,0
58226,70.22,1,1,mid,7903771,0
58227,33.12,1,2,mid,7962859,1
58228,45.20,1,1,new,7912304,0
58229,46.19,2,1,mid,7904517,0
58230,82.99,1,2,mid,7981052,1
58231,47.52,-1,2,mid,7967484,1
58232,47.91,-1,2,mid,7906721,0
58233,47.52.71,-1,2,mid,7985047,0
58234,68.10,-1,2,new,7987435,0
58235,46.90,1,1,mid,7950763,1
58236,01.61,-1,1,mid,7908559,0
58237,46.73,-1,2,old,7902636,1
58238,95.29.1,-1,2,mid,7916520,0
58239,45.20,-1,2,mid,7905458,1
58240,46.90,1,1,mid,7912662,1
58241,47.91,-1,2,mid,7913250,0
58242,43.99.7,1,1,old,7901405,1
58243,41.20,1,2,mid,7912873,1
58244,46.73,2,2,mid,7915335,0
58245,46.73.6,2,1,mid,7925888,1
58246,82.99,1,1,old,7931101,1
58247,62.01,-1,2,mid,7908178,0
58248,49.42,-1,2,old,7977370,0
58249,47.91,-1,2,mid,7996177,1
58250,87.90,1,1,mid,7950866,0
58251,46.14,-1,2,old,7929505,0
58252,47.91.2,-1,2,mid,7919169,0
58253,62.01,-1,2,mid,7968805,0
58254,43.21,1,2,mid,7953865,0
58255,49.41.3,-1,2,mid,7929718,0
58256,33.11,2,2,mid,7995234,1
58257,62.01,-1,1,old,7921945,0
58258,47.30.2,1,1,mid,7912234,0
58259,68.32.1,-1,1,mid,7985007,1
58260,46.34,2,1,old,7913797,1
58261,69.10,2,1,mid,7911245,1
58262,69.10,-1,1,old,7968330,0
58263,49.41,-1,2,mid,7963574,0
58264,46.73,1,1,mid,7926823,1
58265,46.15,-1,2,old,7951012,1
58266,47.91,-1,2,mid,7925045,0
58267,62.09,-1,1,new,7958199,0
58268,43.21,1,2,mid,7916478,1
58269,49.41,-1,1,mid,7911138,1
58270,49.41,1,2,mid,7919901,1
58271,41.20,-1,2,mid,7985070,0
58272,46.90,2,1,mid,7913243,1
58273,43.21,2,1,mid,7922217,1
58274,49.41,1,1,new,7929619,0
58275,73.11,-1,2,mid,7938150,1
58276,81.29,-1,1,mid,7939770,1
58277,46.90,-1,1,old,7900073,1
58278,46.73,1,1,new,7910707,0
58279,73.11,1,2,mid,7931008,1
58280,66.19.6,-1,2,mid,7915962,0
58281,13.92,1,2,mid,7901690,0
58282,47.72,2,1,mid,7904670,1
58283,47.91.2,-1,2,mid,7991370,0
58284,47.91,-1,2,mid,7967623,0
58285,46.41,2,1,mid,7906618,1
58286,62.09,-1,2,mid,7916678,0
58287,46.73,2,1,mid,7925393,0
58288,43.31,-1,2,old,7964497,0
58289,62.01,-1,2,mid,7950838,1
58290,47.19,-1,2,new,7978755,0
58291,47.11,-1,2,old,7977523,0
58292,41.20,-1,2,mid,7992520,0
58293,93.29.2,-1,2,old,7906994,0
58294,20.30.2,-1,2,mid,7926459,0
58295,70.22,1,1,new,7926880,0
58296,33.13,2,1,mid,7916074,0
58297,49.41,2,1,old,7992289,1
58298,68.20,1,2,mid,7964614,0
58299,43.21,-1,2,mid,7912478,0
58300,52.29,1,1,old,7933335,1
58301,46.90,2,1,mid,7913783,0
58302,69.20,-1,2,old,7908280,0
58303,49.41,-1,2,mid,7950268,0
58304,41.20,1,1,mid,7919914,1
58305,66.30.1,-1,1,old,7994420,0
58306,47.91,1,2,mid,7999838,0
58307,70.22,-1,1,old,7921946,0
58308,94.99,-1,1,new,7967771,0
58309,73.11,-1,2,mid,7952621,0
58310,43.99,-1,2,mid,7982743,1
58311,49.32,-1,2,mid,7981888,1
58312,41.20,-1,1,old,7909061,1
58313,43.29,2,1,mid,7999138,0
58314,45.20,-1,2,mid,7905474,1
58315,68.31,-1,2,new,7902814,0
58316,43.29,2,1,mid,7904324,0
58317,43.21,1,2,old,7965841,1
58318,32.40,-1,2,new,7995933,0
58319,47.71,-1,2,old,7906939,0
58320,47.26,-1,2,new,7926724,0
58321,49.41,1,2,mid,7905773,0
58322,43.22,1,1,new,7920271,0
58323,43.29,-1,1,old,7930205,0
58324,68.31.5,-1,2,new,7916959,0
58325,14.11,-1,2,new,7902315,0
58326,81.21,2,1,mid,7926827,0
58327,47.91.2,2,2,mid,7922605,1
58328,43.99,2,2,mid,7982646,1
58329,46.73.6,-1,1,mid,7989575,1
58330,79.11,-1,1,new,7919339,0
58331,73.11,-1,1,mid,7932305,0
58332,62.01,2,2,mid,7904834,1
58333,43.29,2,2,mid,7927020,0
58334,96.09,1,2,mid,7938512,1
58335,49.41,-1,2,mid,7911445,0
58336,43.21,2,1,mid,7915200,1
58337,43.99,2,2,mid,7921120,0
58338,46.45,-1,2,mid,7927291,1
58339,95.11,-1,2,mid,7982447,1
58340,46.73,-1,1,mid,7987537,1
58341,46.69,1,2,mid,7922682,1
58342,43.29,-1,2,mid,7952969,0
58343,56.10,-1,2,old,7920687,0
58344,70.10.2,-1,1,mid,7977289,0
58345,71.11,-1,2,mid,7926353,0
58346,73.11,2,2,mid,7981209,1
58347,73.11,-1,2,old,7905556,1
58349,82.99,-1,2,mid,7981209,1
58350,68.31,-1,2,mid,7999671,0
58351,41.20,1,1,mid,7983147,1
58352,41.20,-1,1,mid,7992555,0
58353,59.11,-1,1,new,7900993,0
58354,43.39,2,2,mid,7904668,0
58355,47.91,-1,2,mid,7985855,0
58356,45.31,-1,2,new,7951084,0
58357,43.39,2,2,mid,7932477,0
58358,69.20,-1,2,mid,7926214,0
58359,63.11.1,-1,2,mid,7910448,1
58360,49.41,-1,2,new,7960364,0
58361,49.10,-1,1,mid,7982879,0
58362,27.12,-1,1,old,7903504,0
58363,49.32,-1,2,old,7917580,0
58364,95.29.9,-1,2,old,7961281,1
58365,41.20,-1,1,new,7902558,0
58366,63.11.1,1,2,mid,7982595,0
58367,47.91,-1,2,old,7961304,0
58368,62.01,-1,2,mid,7999237,0
58369,41.20,1,2,mid,7982477,0
58370,20.41,-1,1,old,7966260,0
58371,41.20,1,1,mid,7918447,0
