prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
93.19,-1,1,mid,7923591,0
46.90,1,2,mid,7950331,1
47.64,1,1,mid,7985972,1
94.1,-1,1,new,7995965,0
43.39,2,2,mid,7951464,1
47.19.1,-1,1,old,7910877,0
47.78.2,1,2,mid,7913361,1
41.10,2,1,mid,7985078,1
47.91.2,-1,2,mid,7911134,1
49.41,-1,2,mid,7911010,0
31.09.2,1,1,mid,7999563,1
63.12,-1,2,mid,7913911,1
41.20,2,1,mid,7960119,0
41.10,2,1,old,7967372,1
47.11,-1,2,mid,7967639,0
69.20,-1,1,old,7952643,0
62.02,2,1,old,7965349,1
01.11.1,-1,1,mid,7906783,0
46.17.1,-1,2,mid,7906228,0
85.41,1,2,mid,7922619,1
46.71,2,2,mid,7929363,1
62.01,1,1,mid,7922911,0
69.10,-1,1,old,7927262,0
47.72,-1,1,old,7963674,0
73.11,-1,2,mid,7995276,0
49.41,-1,2,new,7911195,0
43.39,1,1,old,7917266,1
47.99,-1,2,mid,7906182,0
33.13,1,1,new,7961030,0
45.20,-1,2,old,7913331,1
84.11.4,-1,2,mid,7953350,1
45.31,-1,2,new,7996926,0
41.20,1,1,mid,7951734,0
63.11.1,-1,2,old,7988555,0
63.91,1,1,mid,7925277,1
47.91,-1,2,old,7908239,0
69.10,-1,1,mid,7953158,0
43.29,-1,1,mid,7916300,1
73.11,-1,2,old,7911961,0
93.29,-1,2,mid,7902875,1
81.21,-1,2,new,7903208,1
49.41,2,2,mid,7912678,1
45.31,2,1,mid,7933108,1
43.31,1,2,old,7913086,1
70.22,-1,2,old,7950964,0
46.73.3,2,1,mid,7985446,1
52.29,-1,1,new,7993926,0
74.20,-1,2,old,7938545,0
47.19,-1,2,mid,7999827,1
41.20,1,1,mid,7960114,0
53.20,1,2,mid,7913911,1
41.20,2,1,mid,7937289,0
81.21,-1,2,old,7961296,0
49.32,-1,2,mid,7913900,1
93.19,-1,2,mid,7916500,0
62.09,2,1,mid,7910271,1
62.01,-1,2,mid,7999219,0
70.22,1,1,mid,7903102,0
46.90,2,1,old,7993020,0
49.41,2,1,mid,7906673,1
45.20,1,2,mid,7987448,0
41.20,-1,1,mid,7912443,1
43.21,1,2,mid,7952509,1
41.20,2,1,mid,7915696,1
31.02,-1,1,new,7903720,0
46.13,2,1,mid,7920993,1
47.52,1,2,mid,7900903,0
47.11,-1,2,old,7913485,0
85.41.9,-1,2,mid,7960046,0
45.20,-1,2,old,7921186,1
46.13,2,1,old,7926937,0
47.91,1,2,mid,7927488,0
96.02,-1,2,mid,7926225,0
46.90,2,2,mid,7992019,1
45.11,1,1,old,7921909,1
43.21,2,2,mid,7904834,0
43.21,1,2,mid,7999292,0
49.41,-1,2,mid,7962793,0
81.22,1,1,mid,7902603,1
46.19,-1,1,new,7926415,1
38.32.3,-1,1,new,7904543,1
43.21,2,1,mid,7983308,0
96.09,-1,2,mid,7963532,1
41.20,-1,2,new,7920129,1
47.91,1,2,mid,7925224,0
56.10,-1,2,mid,7965801,0
85.41,-1,1,mid,7923150,0
46.69,-1,1,old,7912498,1
43.29,-1,2,mid,7967852,1
47.91,1,2,mid,7977015,1
68.10,-1,2,mid,7978101,0
41.20,-1,1,mid,7999816,0
46.73,1,1,mid,7923675,1
46.90,1,1,new,7914538,0
63.11,-1,2,mid,7968608,1
81.29,1,1,mid,7917156,1
74.10,-1,2,mid,7989988,0
43.39,-1,1,mid,7937577,1
43.29,-1,2,new,7921825,1
46.90,2,2,mid,7982472,1
47.42,-1,2,mid,7965571,1
46.21,-1,1,new,7952429,0
62.01,-1,2,old,7966712,0
56.29,-1,2,mid,7963044,0
47.91,-1,2,old,7993888,0
46.72,1,1,mid,7919903,1
46.90,2,1,mid,7901179,1
28.92,1,1,mid,7919334,1
95.12,-1,2,mid,7906414,1
43.22,-1,1,mid,7905951,0
46.38,-1,2,old,7927677,0
62.01,-1,2,new,7996161,0
49.41,1,2,mid,7921643,0
43.29,-1,2,mid,7909980,0
46.43,-1,1,mid,7926395,1
41.20,2,1,mid,7915909,1
45.31,-1,1,new,7925868,0
68.10,-1,1,old,7918124,0
81.10,2,1,mid,7965763,0
46.76.1,1,1,new,7999158,1
46.52,1,1,mid,7903642,0
73.11,-1,2,old,7952579,0
81.21,-1,1,mid,7910822,1
41.20,-1,1,new,7910938,0
41.20,1,1,mid,7913478,1
46.69.5,-1,1,mid,7937551,0
43.29,2,2,mid,7985065,1
69.20,-1,2,mid,7999802,0
95.11,1,2,mid,7918982,1
46.90,1,1,mid,7991654,0
41.20,-1,1,mid,7911143,1
47.89,2,1,mid,7982343,0
46.33.3,-1,1,mid,7985847,0
49.32,-1,1,mid,7916734,1
69.20,-1,2,mid,7931312,0
33.12,-1,1,new,7902482,1
46.90,1,2,mid,7951233,1
41.20,1,1,mid,7963781,1
46.1,-1,2,old,7980798,1
70.22,-1,2,new,7925761,0
41.20,1,2,old,7915719,1
47.11,1,1,old,7904686,0
74.20,-1,2,mid,7912015,1
43.21,2,2,mid,7952263,0
41.20,1,1,mid,7913786,1
46.90,-1,1,mid,7992025,1
56.10,-1,1,mid,7919928,0
47.26,1,1,old,7996293,1
14.13,-1,2,mid,7929527,0
81.10,2,1,mid,7910828,1
41.20,1,1,mid,7982239,1
70.22,-1,2,mid,7913563,1
46.90,-1,2,mid,7983553,1
17.24,-1,2,old,7921796,0
49.42,-1,2,mid,7966115,0
84.1,-1,1,old,7908012,0
0.00,2,1,mid,7900164,1
47.76,-1,2,old,7982434,1
46.23,-1,1,new,7916437,0
56.10.1,-1,2,old,7999975,0
43.39,-1,1,mid,7911145,1
46.73.6,1,1,mid,7921952,0
56.10.1,-1,2,mid,7925365,1
74.20,-1,2,old,7981168,0
46.73,1,1,mid,7906293,0
68.20.2,-1,1,mid,7926786,0
47.99,2,2,mid,7917955,1
41.20,2,1,mid,7962888,1
49.41,-1,1,mid,7926790,0
46.39,1,1,mid,7960779,0
33.20,2,1,mid,7966872,0
47.11,-1,2,old,7953325,0
43.21,-1,2,mid,7951468,1
46.90,2,1,mid,7950564,1
95.21,-1,2,old,7925600,0
41.20,-1,1,new,7991513,0
46.46,-1,1,mid,7985224,0
47.19.1,-1,2,mid,7920609,0
85.41.9,-1,2,new,7993596,0
41.20,1,1,mid,7913702,1
18.12,1,1,mid,7910279,0
49.42,-1,2,mid,7967664,0
46.90,-1,1,mid,7922750,1
43.99.7,1,1,mid,7950905,1
46.90,2,2,mid,7911993,1
41.20,-1,2,mid,7967913,0
46.73,1,1,mid,7922193,0
69.10,2,1,mid,7972318,0
49.41,-1,2,mid,7982608,1
41.20,-1,2,new,7981249,1
46.90,-1,1,mid,7952902,0
41.20,-1,1,mid,7932703,1
25.99,2,1,mid,7950824,1
47.76,-1,1,mid,7926292,0
49.41,1,1,mid,7910614,1
49.41,2,2,mid,7912792,1
47.19,-1,1,mid,7951138,0
47.21.1,-1,2,mid,7901035,0
23.63,-1,2,old,7916203,0
46.90,-1,2,mid,7910625,1
45.20,-1,2,mid,7900124,0
46.73,-1,2,mid,7999929,0
43.22,-1,2,old,7952647,0
81.22,-1,2,mid,7916453,0
43.39,1,2,mid,7992193,0
86.22.1,-1,2,mid,7953367,0
41.20,1,1,old,7962942,0
46.49.3,-1,2,old,7911909,1
45.31,1,1,new,7952445,1
73.11,-1,2,old,7926573,0
33.12,-1,2,mid,7910823,0
78.10,2,1,mid,7912762,0
43.21,1,1,mid,7967779,0
46.73.6,-1,1,old,7929238,1
47.99,1,2,mid,7980249,1
46.90,-1,1,mid,7981248,0
74.20,-1,2,old,7965346,0
62.02,-1,1,mid,7916748,0
43.29,1,1,mid,7969024,0
43.31,2,2,mid,7908827,1
46.72,1,1,mid,7927605,1
41.20,2,1,mid,7911468,1
41.20,1,1,mid,7900503,1
46.41,-1,2,old,7964369,0
81.29,-1,2,mid,7912594,1
43.31,-1,2,mid,7927776,0
63.12,-1,1,mid,7981885,0
49.41,1,2,mid,7965807,1
46.90,-1,1,mid,7968406,1
47.75,-1,2,mid,7987708,0
73.11,2,1,mid,7929573,1
49.41,1,1,mid,7932611,1
22.29.2,-1,1,mid,7917053,0
46.73,1,1,mid,7920288,1
95.2,-1,2,mid,7920031,0
46.90,1,2,mid,7992527,0
33.17,-1,2,mid,7928626,0
68.10.11,-1,2,mid,7916306,1
62.01,-1,2,old,7985725,0
49.41,2,2,mid,7900123,1
62.01,-1,2,old,7962429,0
46.44,2,2,mid,7951063,1
81.21,-1,1,mid,7925215,1
46.73,1,1,new,7929371,1
41.20,2,1,mid,7930886,1
47.29.35,-1,2,mid,7908588,0
47.91.2,-1,2,mid,7982463,0
70.22,-1,2,old,7926111,1
43.39,1,1,old,7905927,1
46.42.11,1,2,mid,7920348,1
96.02.2,1,2,mid,7921770,0
47.59,-1,2,mid,7992012,0
47.11,-1,2,old,7910927,0
10.71,-1,2,mid,7900388,0
43.12,-1,2,mid,7904444,1
62.09,-1,2,new,7985142,0
43.33,-1,2,old,7952410,1
47.73,-1,1,mid,7996308,1
13.99,-1,2,old,7929308,0
43.31,2,1,mid,7904503,0
41.20,1,2,mid,7912293,1
23.11,1,1,mid,7964433,0
70.22,-1,2,new,7968541,0
47.11,-1,2,mid,7929632,0
68.10,-1,2,new,7925505,0
49.41.1,2,2,mid,7905672,1
95.29.1,-1,2,mid,7951670,0
25.11,2,1,old,7911509,1
43.29,-1,2,old,7909770,0
43.29,2,2,mid,7901453,1
86.90.3,-1,1,new,7900039,0
43.21,1,2,mid,7982638,1
41.20,-1,1,mid,7904014,0
49.4,-1,2,mid,7921974,0
41.20,2,1,old,7982495,1
96.02,-1,2,mid,7913738,1
46.73,-1,1,mid,7925204,1
43.31,2,1,mid,7926722,0
41.20,1,2,new,7978553,1
43.29,1,2,mid,7992024,0
01.43,-1,2,mid,7911088,0
45.20.3,-1,2,mid,7905432,0
41.20,2,1,mid,7981038,0
25.99,-1,1,mid,7953643,0
94.99,-1,1,new,7926284,0
41.20,1,1,mid,7920222,1
52.29,1,1,mid,7927724,1
79.11,-1,2,new,7922020,0
47.71,-1,2,mid,7951814,0
46.90,2,2,mid,7912656,1
47.91,-1,2,mid,7902090,0
49.41,-1,2,mid,7982713,0
47.81,-1,2,old,7920000,0
41.20,1,1,old,7960062,1
46.90,2,2,mid,7951683,1
47.91,-1,1,old,7960958,0
43.29,-1,2,old,7951060,0
46.42,-1,2,mid,7913799,1
90.02,-1,2,mid,7926301,0
41.20,1,2,mid,7931245,0
55.10,-1,2,mid,7952100,0
73.11,-1,2,old,7912827,0
53.20,1,1,mid,7984333,1
43.29,1,2,mid,7951122,1
45.20,-1,2,mid,7932545,0
46.90,2,1,mid,,0
14.19.5,-1,2,mid,7926979,0
46.73,2,1,old,7983137,1
45.31,2,2,mid,7951373,0
58.19,-1,2,mid,7994425,0
71.11,1,1,new,7983309,1
47.19,-1,2,old,7937770,0
46.49.3,-1,1,old,7908996,0
71.11,2,1,mid,7902678,0
50.40.1,1,1,mid,7953503,0
68.20.2,-1,1,old,7901956,0
49.41,2,2,mid,7912296,1
56.10,-1,1,new,7921794,0
10.89,-1,1,old,7996693,0
43.21,1,2,mid,7952407,0
73.11,-1,1,mid,7991330,0
45.20,-1,2,old,7911175,1
49.4,-1,2,old,7912740,1
73.11,1,1,old,7926298,1
41.20,-1,2,mid,7963187,1
43.21,-1,1,new,7982691,1
43.39,2,2,mid,7922398,0
43.29,-1,2,new,7905305,1
70.22,2,1,mid,7903014,0
49.41.2,-1,2,old,7951399,1
49.42,1,1,old,7985359,1
43.39,-1,2,old,7910121,0
43.39,1,1,mid,7936527,0
46.90,2,1,mid,7912875,0
46.90,1,1,old,7996705,1
46.90,1,1,old,7953481,1
43.29,2,2,mid,7908249,1
69.10,-1,1,mid,7926228,0
46.90,-1,2,old,7967100,0
41.20,-1,2,new,7960237,1
46.90,2,1,mid,7936235,0
47.11,-1,2,mid,7988331,0
47.91,-1,2,mid,7996183,0
52.10,-1,2,mid,7995130,0
41.20,1,1,mid,7937771,0
41.20,1,2,mid,7922157,1
45.31,-1,2,old,7920116,1
53.20.3,-1,2,mid,7965649,1
46.90,2,2,mid,7923151,1
47.11,-1,2,old,7952726,0
41.20,-1,1,mid,7969045,1
43.21,1,1,mid,7952035,0
46.73,1,1,mid,7903339,1
73.11,1,2,mid,7992102,1
47.19,-1,2,mid,7988566,0
43.29,1,2,mid,7904309,1
46.73,-1,2,mid,7966135,0
41.20,2,1,mid,7915622,1
46.73.6,-1,2,new,7927836,0
41.20,2,1,mid,7927043,1
71.11,-1,2,mid,7905209,1
62.01,-1,2,mid,7904938,1
41.20,-1,1,old,7992002,0
46.15,1,1,mid,7908570,0
43.21,2,1,mid,7985206,1
46.90,2,1,mid,7936233,1
47.11,-1,2,mid,7965289,1
68.31,-1,2,old,7911810,0
47.91,1,2,mid,7939555,1
62.02,2,2,mid,7903824,1
82.11,1,1,mid,7903398,0
46.13.2,1,1,mid,7911248,1
46.39,1,1,mid,7905485,1
52.29,2,1,mid,7996242,1
46.73,1,1,mid,,1
69.10,-1,2,mid,7903615,0
49.42,1,2,old,7915642,0
49.41,2,1,mid,7963996,1
62.01,-1,2,old,7963441,0
49.41,-1,2,old,7962764,0
41.20,1,1,mid,7996697,0
45.20,-1,2,old,7951530,0
49.41.2,-1,2,new,7981023,1
87.90,-1,1,mid,7978027,0
41.10,2,1,mid,7966115,1
20.59,-1,1,old,7904755,0
46.73.6,1,2,mid,7927833,1
62.01,-1,2,mid,7977277,0
01.50,-1,2,new,7906178,0
25.11,-1,2,mid,7951737,0
45.32,1,1,mid,7985880,0
46.90,2,1,mid,7908097,0
45.32,-1,2,mid,7988387,0
46.73,2,2,mid,7932123,1
46.73,2,1,mid,7996174,0
31.0,-1,2,old,7903643,1
46.73,2,2,new,7921262,0
41.20,1,1,mid,7936103,1
45.31,1,1,mid,7951811,0
46.90,-1,2,mid,7952064,1
85.41.1,-1,2,mid,7919126,0
46.18,1,1,mid,7953582,0
47.91,1,1,new,7911535,0
49.41,-1,1,mid,7920443,0
81.21,-1,2,mid,7937588,0
46.69,2,2,mid,7915716,1
72.19,1,1,mid,7925058,0
45.32,1,1,mid,7951079,1
47.91.2,-1,2,mid,7951445,0
46.73,1,1,mid,7982700,1
62.01,-1,1,mid,7999838,0
43.21,2,2,mid,7901868,1
93.29.9,-1,2,mid,7905811,0
41.20,2,1,mid,7910825,1
82.99,2,1,mid,7996284,0
43.29,2,2,mid,7953048,1
49.41,1,1,mid,7969255,1
46.73,1,1,mid,7952941,0
47.91,-1,2,new,7906755,1
47.91.2,-1,2,old,7981167,1
49.39,-1,2,mid,7977519,1
47.71,-1,2,mid,7902667,0
47.91,-1,2,new,7981218,1
46.90,1,1,mid,7915953,0
41.20,1,2,new,7989579,0
46.51.2,1,1,new,7910433,0
68.20,-1,2,old,7919353,0
46.72.23,1,2,mid,7922225,0
41.20,2,1,mid,7904245,0
62.02,-1,2,mid,7995786,1
62.01,-1,2,old,7911979,0
41.20,1,1,mid,7926730,1
78.10,2,2,mid,7906118,0
47.99,-1,2,mid,7951533,1
41.20,2,1,mid,7910595,0
46.90,2,1,mid,7922103,1
47.59,-1,2,old,7985410,0
56.10,1,1,mid,7938450,0
68.20.2,-1,2,old,7912881,0
62.01,-1,1,old,7911780,1
63.11,-1,2,old,7912003,0
43.39,-1,2,old,7963870,0
43.29,2,1,mid,7910978,1
43.29,1,2,mid,7917904,1
49.41,-1,2,mid,7905212,0
41.20,2,1,mid,7953864,1
43.39,1,2,old,7912249,0
41.20,-1,1,new,7913734,0
43.31,2,1,mid,7904834,1
63.11,-1,2,old,7995289,0
49.41,2,2,mid,7982627,0
43.99,1,1,new,7931342,1
41.20,-1,1,mid,7952931,0
47.91,1,2,mid,7908958,0
46.90,1,1,new,7985456,0
82.99,2,2,mid,7992184,0
85.41.9,-1,2,old,7926958,0
23.14,-1,1,mid,7919007,0
63.11.9,-1,2,mid,7911725,0
46.90,-1,2,new,7911279,0
25.99,1,1,mid,7989190,1
22.19,2,1,mid,7983138,0
46.13,-1,1,mid,7918450,1
96.02,-1,2,mid,7921433,0
43.33,-1,2,mid,7928429,1
43.32,-1,2,mid,7925526,0
46.73,2,1,mid,7923357,0
95.11,-1,2,mid,7965558,0
46.90,2,1,mid,7996706,1
46.73,-1,1,mid,7903513,1
49.41,-1,1,mid,7923179,1
46.69.2,-1,1,mid,7922137,0
47.64,2,1,mid,7905136,1
41.20,-1,2,mid,7902866,0
47.52.7,-1,2,mid,7911100,0
62.09,1,2,mid,7927010,0
63.99.1,-1,1,old,7905030,0
49.32,-1,2,new,7917130,0
08.12,2,1,mid,7951216,1
47.51.2,-1,2,old,7906608,0
43.29,1,2,old,7912755,1
74.10,-1,2,old,7931219,1
42.21,2,1,mid,7920110,0
47.41,1,1,mid,7985469,0
45.20,-1,2,mid,7908176,0
46.31,-1,2,mid,7915488,1
43.12,-1,2,mid,7982235,0
47.11,-1,2,mid,7965967,0
41.20,1,2,new,7995917,1
47.91,-1,2,mid,7980654,0
43.29,1,2,mid,7987512,0
62.02,-1,2,mid,7995615,1
47.19,-1,2,mid,7996517,0
43.31,2,1,mid,7966115,1
47.91,-1,2,mid,7988520,0
62.02,-1,2,old,7987175,0
45.31,1,1,mid,7962040,0
61.30.1,-1,2,mid,7922132,0
43.21,-1,2,mid,7952395,1
86.22,-1,2,mid,7919321,0
46.90,1,1,mid,7995661,1
47.91.2,-1,1,mid,7912258,1
41.20,2,2,mid,7906124,1
45.32.21,-1,2,old,7902946,0
01.61,-1,2,mid,7903509,1
41.20,1,1,new,7937949,1
73.11,2,1,old,7908474,1
90.01,-1,2,mid,7926708,1
43.31,1,1,mid,7920643,1
53.20,-1,2,new,7919108,0
73.11,1,1,new,7960667,0
63.11,1,1,mid,7925556,0
88.91,-1,1,mid,7921931,1
63.11,-1,2,new,7912260,0
47.91,1,2,mid,7927701,0
41.20,1,1,mid,7986719,1
62.01,-1,2,mid,7912447,0
46.72,-1,1,mid,7931985,0
96.01,-1,2,mid,7921630,0
46.69.5,2,1,mid,7983182,0
33.17,-1,2,old,7950860,0
41.20,2,1,mid,7960081,1
43.99.9,-1,2,old,7982930,0
52.10,2,1,mid,7936186,0
56.10.1,-1,2,mid,7922907,0
46.21,-1,1,old,7977282,1
43.21,2,1,mid,7916318,1
96.02,1,1,mid,7919694,1
45.11.1,-1,1,new,7999206,1
46.32.1,-1,1,mid,7982315,1
43.29,2,1,mid,7911277,0
49.41,-1,1,old,7926792,1
86.90.3,-1,2,mid,7937916,0
46.45,1,1,mid,7920741,0
56.10,-1,2,old,7920993,0
43.21,-1,2,old,7924232,0
82.99,-1,2,mid,7960036,1
49.41,2,1,mid,7987159,1
77.12,-1,2,old,7918329,0
33.17,1,1,new,7914088,1
46.13,-1,2,old,7929699,0
79.11,1,1,mid,7917812,1
43.21,-1,1,mid,7923785,0
49.41,-1,2,mid,7910184,1
73.20,2,1,mid,7910284,0
52.29,2,2,mid,7981015,1
25.99,2,1,mid,7903277,1
96.02,-1,2,mid,7986748,0
49.41,-1,1,old,7937063,0
43.29,2,1,mid,7915973,0
95.11,-1,2,mid,7923328,1
82.92,2,1,mid,7950649,0
41.20,1,1,mid,7919178,1
43.33,1,2,old,7952528,1
41.20,2,1,mid,7906253,0
46.90,2,2,mid,7905834,0
43.29,2,1,mid,7908047,0
46.73,-1,1,mid,7937476,1
71.11,-1,2,mid,7951618,0
46.47,1,1,old,7982793,1
25.62,1,1,old,7982795,1
62.01,-1,2,mid,7923641,0
45.20,-1,2,mid,7981016,0
43.29,2,1,mid,7921716,0
46.73,1,2,mid,7923826,1
42.11,2,1,mid,7999997,0
45.31,-1,2,old,7983158,1
49.41,-1,1,new,7916972,0
53.20,-1,2,old,7977307,0
43.21,2,2,mid,7980701,1
43.29,2,2,mid,7904943,1
49.41,-1,2,mid,7961270,0
56.10,-1,1,mid,7994138,0
47.74,-1,2,old,7951605,1
49.32,-1,2,old,7967532,0
43.21,2,2,mid,7996220,1
43.21,-1,2,mid,7909106,0
46.90,1,1,mid,7901738,1
47.99,-1,2,mid,7950325,0
46.73,-1,2,old,7953782,1
71.1,1,1,new,7905111,0
43.39,-1,2,mid,7999735,0
46.90,-1,1,new,7905405,0
41.20,2,2,mid,7981040,1
46.90,2,1,mid,7913179,1
41.20,2,1,mid,7965616,0
93.29,-1,2,old,7939777,0
46.90,-1,1,mid,7968705,1
41.20,1,1,mid,7925099,0
43.29,2,1,mid,7967678,1
46.90,-1,2,old,7996185,1
47.11,-1,2,new,7927417,0
41.20,1,1,mid,7991765,0
82.99,-1,2,old,7999812,1
81.10,-1,2,mid,7953173,0
43.31,2,1,mid,7982767,1
41.10,1,1,mid,7925370,0
53.20.3,-1,2,old,7900127,0
47.91,-1,2,mid,7905447,0
46.73,1,1,old,7912281,1
47.91,-1,2,mid,7950709,0
81.10,2,2,mid,7950663,1
49.41,1,2,mid,7995148,1
46.13,1,1,mid,7922224,0
73.11,-1,2,old,7952580,0
41.20,1,2,mid,7961133,0
47.91,-1,2,mid,7909309,0
47.41,-1,2,mid,7952336,0
47.64,-1,2,old,7969134,0
49.32,-1,2,new,7985976,0
45.32,1,2,mid,7985699,0
49.41,-1,1,old,7913714,1
81.29.9,-1,1,mid,7910578,0
43.29,1,1,mid,7903098,1
68.31,-1,1,mid,7902141,0
81.10,-1,2,new,7910510,1
73.11,-1,2,mid,7985387,0
49.41,1,2,mid,7912876,1
43.29,2,1,mid,7902142,0
49.41,1,2,mid,7939383,1
43.21,-1,1,mid,7952280,1
47.79,-1,2,old,7900302,0
47.91.2,-1,2,new,7960033,0
68.32.2,-1,1,mid,7929682,0
47.74,-1,1,mid,7999790,0
69.10,-1,2,old,7913764,0
68.20,-1,1,mid,7985444,0
82.11,2,1,mid,7913231,1
62.02,-1,2,old,7965849,0
68.20,-1,1,mid,7929532,0
73.11,-1,2,mid,7977161,0
47.91,-1,2,new,7981720,1
96.09,-1,2,new,7903242,1
52.29,1,1,mid,7911855,1
47.71,-1,2,old,7996780,0
43.29,-1,2,mid,7960039,1
49.42,1,1,new,7937459,0
73.1,-1,2,old,7982788,0
73.11,-1,2,mid,7901096,0
47.24,-1,2,mid,7912986,0
49.42,-1,2,mid,7992055,0
41.20,1,2,mid,7901042,1
41.20,1,1,mid,7908999,0
45.20,1,2,mid,7937653,1
43.29,1,1,old,7985039,1
81.29,2,1,old,7980702,1
25.11,2,1,mid,7910552,1
41.20,1,1,mid,7911511,1
69.20,2,1,mid,7913253,1
69.20,-1,1,mid,7985285,1
77.32,-1,2,mid,7986904,1
16.29,1,2,old,7902292,0
49.41,-1,2,mid,7981162,0
43.21,2,1,mid,7987442,1
85.14,-1,1,mid,7929599,0
49.41,1,1,mid,7921538,1
47.11,-1,2,new,7912889,0
43.31,1,2,mid,7961221,0
73.11,-1,2,mid,7999967,0
46.90,-1,2,mid,7919316,1
41.20,-1,2,mid,7905919,1
41.20,-1,2,old,7982495,1
49.41,-1,2,mid,7966199,0
46.69,2,2,mid,7931974,1
73.11,-1,2,old,7987132,0
45.32,2,1,mid,7916652,1
45.31,-1,1,mid,7911479,0
73.11,1,1,old,7952606,1
43.31,-1,2,mid,7910624,1
56.30,-1,2,mid,7995117,0
62.01,1,2,mid,7950902,1
56.10,-1,2,mid,7910000,0
43.34,-1,1,mid,7999670,1
43.31,-1,1,mid,7911513,1
74.30,1,2,mid,7996127,1
52.10,1,1,mid,7929036,1
01.11,-1,1,mid,7914683,0
90.03,1,2,mid,7919384,1
47.91,-1,2,mid,7985319,0
43.39,-1,2,new,7981138,0
46.41,-1,2,mid,7913897,0
47.99,-1,2,mid,7985302,1
46.17,-1,1,mid,7989154,0
73.20,-1,1,mid,7915513,0
46.73,1,1,mid,7927456,1
14.13,2,1,mid,7927699,1
94.99,-1,1,new,7910333,0
46.90,2,1,mid,7980122,1
74.10,1,1,mid,7917404,1
49.32,-1,2,new,7993323,0
95.29.41,1,2,mid,7999633,0
71.12,1,2,mid,7921947,0
41.20,2,1,mid,7916442,0
43.99,2,1,mid,7916971,0
73.11,-1,2,mid,7932483,0
43.99,1,1,new,7906585,0
41.20,-1,2,mid,7901183,0
85.42,1,1,old,7921548,0
74.20,-1,2,mid,7906431,0
93.19,-1,2,old,7913506,0
49.32,-1,2,new,7913781,0
63.11.1,-1,1,mid,7921855,0
43.21,-1,2,mid,7904034,0
81.10,1,1,mid,7952512,1
46.75,1,2,new,7920633,1
45.20,-1,2,new,7925606,0
46.13,2,2,mid,7991241,0
47.91,2,1,mid,7912609,0
41.20,-1,2,mid,7989807,0
14.11,1,2,mid,7913789,1
43.91,1,2,mid,7920012,1
49.32,-1,2,mid,7926424,0
10.20,-1,1,new,7903792,0
47.91,1,2,mid,7929404,1
46.73,1,1,mid,7913718,0
46.90,2,1,mid,7919492,0
47.65,-1,2,mid,7983358,1
62.01,2,1,old,7996075,1
68.20,1,1,mid,7900329,0
47.81,-1,2,mid,7929831,0
43.22,-1,2,new,7901578,0
49.42,-1,2,old,7901703,1
45.31.1,-1,2,mid,7900021,0
46.90,2,1,mid,7906074,1
47.11,-1,2,mid,7905911,0
72.19.9,-1,2,new,7995782,0
77.32,2,1,mid,7921914,0
14.12,-1,2,mid,7911803,0
81.22,-1,1,mid,7980148,1
25.11,1,1,mid,7950877,1
74.10,1,2,mid,7911269,0
47.74,-1,2,old,7928275,0
47.91,1,1,mid,7961022,1
46.69,1,1,mid,7951333,1
93.19,-1,2,old,7952398,1
82.99,-1,1,old,7923355,0
46.90,2,1,mid,7999572,1
69.10,-1,1,old,7908072,0
01.13.1,-1,1,mid,7920637,0
62.09,-1,2,mid,7916402,0
68.20,-1,2,mid,7929928,0
43.21,-1,2,mid,7995175,0
68.20,-1,2,old,7919802,0
69.10,1,2,old,7961984,1
46.90,-1,2,new,7923411,0
90.0,-1,2,old,7965284,0
49.41,-1,1,mid,7903448,0
43.99.7,2,1,mid,7926936,0
43.21,-1,2,old,7999515,1
43.39,1,1,mid,7962327,0
43.21,1,2,old,7919363,1
49.20,-1,1,new,7917233,0
20.14,2,1,old,7966025,1
46.11,-1,2,mid,7960701,1
96.02,-1,2,mid,7985858,0
46.69.5,2,1,mid,7996698,1
47.64,-1,2,mid,7985722,0
41.20,-1,1,mid,7951203,1
47.91,-1,2,mid,7950858,0
41.20,2,1,mid,7936245,1
47.78,-1,2,old,7921556,0
68.20,-1,2,mid,7916146,0
28.30,-1,1,new,7909503,0
96.02,-1,2,mid,7909325,1
47.91,-1,2,new,7905087,0
45.20,-1,2,old,7967663,1
31.09,-1,2,mid,7977833,1
49.41,2,2,mid,7951463,1
62.01,-1,2,old,7987756,0
41.20,2,2,mid,7905959,0
96.02,-1,2,mid,7983315,1
43.31,-1,2,mid,7961525,0
41.20,-1,1,mid,7915614,1
95.11,2,1,mid,7905136,0
85.42.1,-1,2,new,7951790,0
96.09,-1,2,mid,7983200,0
46.71,-1,1,mid,7967379,1
46.49,-1,2,mid,7911850,1
43.99,2,1,mid,7953522,1
56.30,-1,1,new,7937420,0
62.01,-1,2,mid,7977269,0
43.32.3,-1,2,mid,7908469,1
41.20,2,2,old,7983131,1
46.73,1,1,mid,7987046,1
41.20,-1,2,mid,7916060,0
46.90,1,1,mid,7906941,0
43.21,-1,2,mid,7968082,0
62.01,-1,2,old,7921874,0
47.62,-1,1,old,7999600,1
81.10,-1,2,mid,7904635,1
62.01,-1,1,mid,7991884,1
47.91,-1,2,mid,7999416,0
47.91.2,2,1,mid,7912618,0
45.31,1,1,new,7904044,1
46.90,2,1,mid,7906372,0
41.20,-1,1,new,7908929,0
68.1,-1,1,old,7900020,0
71.12.1,-1,1,mid,7983000,1
43.31,2,1,mid,7937782,0
70.22,-1,2,mid,7916596,0
